"year","name","n"
2020-01-22,"AK",0
2020-01-23,"AK",0
2020-01-24,"AK",0
2020-01-25,"AK",0
2020-01-26,"AK",0
2020-01-27,"AK",0
2020-01-28,"AK",0
2020-01-29,"AK",0
2020-01-30,"AK",0
2020-01-31,"AK",0
2020-02-01,"AK",0
2020-02-02,"AK",0
2020-02-03,"AK",0
2020-02-04,"AK",0
2020-02-05,"AK",0
2020-02-06,"AK",0
2020-02-07,"AK",0
2020-02-08,"AK",0
2020-02-09,"AK",0
2020-02-10,"AK",0
2020-02-11,"AK",0
2020-02-12,"AK",0
2020-02-13,"AK",0
2020-02-14,"AK",0
2020-02-15,"AK",0
2020-02-16,"AK",0
2020-02-17,"AK",0
2020-02-18,"AK",0
2020-02-19,"AK",0
2020-02-20,"AK",0
2020-02-21,"AK",0
2020-02-22,"AK",0
2020-02-23,"AK",0
2020-02-24,"AK",0
2020-02-25,"AK",0
2020-02-26,"AK",0
2020-02-27,"AK",0
2020-02-28,"AK",0
2020-02-29,"AK",0
2020-03-01,"AK",0
2020-03-02,"AK",0
2020-03-03,"AK",0
2020-03-04,"AK",0
2020-03-05,"AK",0
2020-03-06,"AK",0
2020-03-07,"AK",0
2020-03-08,"AK",0
2020-03-09,"AK",0
2020-03-10,"AK",0
2020-03-11,"AK",0
2020-03-12,"AK",1
2020-03-13,"AK",0
2020-03-14,"AK",0
2020-03-15,"AK",0
2020-03-16,"AK",2
2020-03-17,"AK",3
2020-03-18,"AK",0
2020-03-19,"AK",3
2020-03-20,"AK",0
2020-03-21,"AK",0
2020-03-22,"AK",14
2020-03-23,"AK",13
2020-03-24,"AK",6
2020-03-25,"AK",17
2020-03-26,"AK",10
2020-03-27,"AK",16
2020-03-28,"AK",17
2020-03-29,"AK",12
2020-03-30,"AK",5
2020-03-31,"AK",14
2020-04-01,"AK",9
2020-04-02,"AK",4
2020-04-03,"AK",11
2020-04-04,"AK",14
2020-04-05,"AK",14
2020-04-06,"AK",6
2020-04-07,"AK",22
2020-04-08,"AK",12
2020-04-09,"AK",10
2020-04-10,"AK",11
2020-04-11,"AK",11
2020-04-12,"AK",15
2020-04-13,"AK",5
2020-04-14,"AK",8
2020-04-15,"AK",8
2020-04-16,"AK",7
2020-04-17,"AK",9
2020-04-18,"AK",5
2020-04-19,"AK",5
2020-04-20,"AK",2
2020-04-21,"AK",8
2020-04-22,"AK",6
2020-04-23,"AK",2
2020-04-24,"AK",2
2020-04-25,"AK",0
2020-04-26,"AK",2
2020-04-27,"AK",4
2020-04-28,"AK",6
2020-04-29,"AK",4
2020-04-30,"AK",0
2020-05-01,"AK",9
2020-05-02,"AK",1
2020-05-03,"AK",3
2020-05-04,"AK",2
2020-05-05,"AK",1
2020-05-06,"AK",1
2020-05-07,"AK",2
2020-05-08,"AK",3
2020-05-09,"AK",1
2020-05-10,"AK",1
2020-05-11,"AK",2
2020-05-12,"AK",2
2020-05-13,"AK",0
2020-05-14,"AK",4
2020-05-15,"AK",0
2020-05-16,"AK",0
2020-05-17,"AK",9
2020-05-18,"AK",3
2020-05-19,"AK",0
2020-05-20,"AK",2
2020-05-21,"AK",0
2020-05-22,"AK",2
2020-05-23,"AK",4
2020-05-24,"AK",0
2020-05-25,"AK",1
2020-05-26,"AK",2
2020-05-27,"AK",1
2020-05-28,"AK",13
2020-05-29,"AK",5
2020-05-30,"AK",4
2020-05-31,"AK",26
2020-06-01,"AK",7
2020-06-02,"AK",20
2020-06-03,"AK",18
2020-06-04,"AK",8
2020-06-05,"AK",11
2020-06-06,"AK",12
2020-06-07,"AK",8
2020-06-08,"AK",19
2020-06-09,"AK",10
2020-06-10,"AK",20
2020-06-11,"AK",17
2020-06-12,"AK",15
2020-06-13,"AK",27
2020-06-14,"AK",9
2020-06-15,"AK",3
2020-06-16,"AK",12
2020-06-17,"AK",20
2020-06-18,"AK",12
2020-06-19,"AK",13
2020-06-20,"AK",21
2020-06-21,"AK",11
2020-06-22,"AK",6
2020-06-23,"AK",0
2020-06-24,"AK",0
2020-06-25,"AK",25
2020-06-26,"AK",42
2020-06-27,"AK",0
2020-06-28,"AK",41
2020-06-29,"AK",24
2020-06-30,"AK",32
2020-07-01,"AK",35
2020-07-02,"AK",35
2020-07-03,"AK",42
2020-07-04,"AK",44
2020-07-05,"AK",27
2020-07-06,"AK",28
2020-07-07,"AK",15
2020-07-08,"AK",38
2020-07-09,"AK",43
2020-07-10,"AK",50
2020-07-11,"AK",59
2020-07-12,"AK",79
2020-07-13,"AK",53
2020-07-14,"AK",76
2020-07-15,"AK",43
2020-07-16,"AK",52
2020-07-17,"AK",42
2020-07-18,"AK",159
2020-07-19,"AK",97
2020-07-20,"AK",10
2020-07-21,"AK",92
2020-07-22,"AK",89
2020-07-23,"AK",62
2020-07-24,"AK",56
2020-07-25,"AK",90
2020-07-26,"AK",186
2020-07-27,"AK",98
2020-07-28,"AK",107
2020-07-29,"AK",68
2020-07-30,"AK",81
2020-07-31,"AK",0
2020-08-01,"AK",258
2020-08-02,"AK",144
2020-08-03,"AK",61
2020-08-04,"AK",53
2020-08-05,"AK",54
2020-08-06,"AK",35
2020-08-07,"AK",53
2020-08-08,"AK",77
2020-08-09,"AK",98
2020-08-10,"AK",63
2020-08-11,"AK",45
2020-08-12,"AK",60
2020-08-13,"AK",82
2020-08-14,"AK",110
2020-08-15,"AK",84
2020-08-16,"AK",103
2020-08-17,"AK",50
2020-08-18,"AK",62
2020-08-19,"AK",67
2020-08-20,"AK",82
2020-08-21,"AK",68
2020-08-22,"AK",89
2020-08-23,"AK",64
2020-08-24,"AK",68
2020-08-25,"AK",33
2020-08-26,"AK",52
2020-08-27,"AK",78
2020-08-28,"AK",117
2020-08-29,"AK",92
2020-08-30,"AK",45
2020-08-31,"AK",37
2020-09-01,"AK",34
2020-09-02,"AK",67
2020-09-03,"AK",102
2020-09-04,"AK",120
2020-09-05,"AK",93
2020-09-06,"AK",86
2020-09-07,"AK",33
2020-09-08,"AK",35
2020-09-09,"AK",63
2020-09-10,"AK",124
2020-09-11,"AK",93
2020-09-12,"AK",103
2020-09-13,"AK",62
2020-09-14,"AK",74
2020-09-15,"AK",42
2020-09-16,"AK",50
2020-09-17,"AK",105
2020-09-18,"AK",109
2020-09-19,"AK",85
2020-09-20,"AK",93
2020-09-21,"AK",70
2020-09-22,"AK",44
2020-09-23,"AK",53
2020-09-24,"AK",128
2020-09-25,"AK",122
2020-09-26,"AK",112
2020-09-27,"AK",114
2020-09-28,"AK",116
2020-09-29,"AK",126
2020-09-30,"AK",103
2020-10-01,"AK",124
2020-10-02,"AK",125
2020-10-03,"AK",143
2020-10-04,"AK",188
2020-10-05,"AK",208
2020-10-06,"AK",139
2020-10-07,"AK",126
2020-10-08,"AK",127
2020-10-09,"AK",177
2020-10-10,"AK",249
2020-10-11,"AK",255
2020-10-12,"AK",191
2020-10-13,"AK",151
2020-10-14,"AK",143
2020-10-15,"AK",152
2020-10-16,"AK",226
2020-10-17,"AK",211
2020-10-18,"AK",220
2020-10-19,"AK",201
2020-10-20,"AK",209
2020-10-21,"AK",211
2020-10-22,"AK",233
2020-10-23,"AK",278
2020-10-24,"AK",372
2020-10-25,"AK",523
2020-10-26,"AK",346
2020-10-27,"AK",381
2020-10-28,"AK",354
2020-10-29,"AK",364
2020-10-30,"AK",379
2020-10-31,"AK",440
2020-11-01,"AK",346
2020-11-02,"AK",350
2020-11-03,"AK",388
2020-11-04,"AK",404
2020-11-05,"AK",308
2020-11-06,"AK",525
2020-11-07,"AK",600
2020-11-08,"AK",517
2020-11-09,"AK",472
2020-11-10,"AK",525
2020-11-11,"AK",495
2020-11-12,"AK",481
2020-11-13,"AK",587
2020-11-14,"AK",737
2020-11-15,"AK",646
2020-11-16,"AK",580
2020-11-17,"AK",0
2020-11-18,"AK",0
2020-11-19,"AK",1952
2020-11-20,"AK",0
2020-11-21,"AK",0
2020-11-22,"AK",742
2020-11-23,"AK",0
2020-11-24,"AK",0
2020-11-25,"AK",0
2020-11-26,"AK",0
2020-11-27,"AK",0
2020-11-28,"AK",0
2020-11-29,"AK",0
2020-11-30,"AK",0
2020-12-01,"AK",0
2020-12-02,"AK",0
2020-12-03,"AK",0
2020-12-04,"AK",0
2020-12-05,"AK",8827
2020-12-06,"AK",756
2020-12-07,"AK",473
2020-12-08,"AK",552
2020-12-09,"AK",583
2020-12-10,"AK",622
2020-12-11,"AK",621
2020-12-12,"AK",516
2020-12-13,"AK",632
2020-12-14,"AK",421
2020-12-15,"AK",274
2020-12-16,"AK",598
2020-12-17,"AK",379
2020-12-18,"AK",484
2020-12-19,"AK",325
2020-12-20,"AK",181
2020-12-21,"AK",149
2020-12-22,"AK",438
2020-12-23,"AK",357
2020-12-24,"AK",265
2020-12-25,"AK",0
2020-12-26,"AK",356
2020-12-27,"AK",287
2020-12-28,"AK",119
2020-12-29,"AK",181
2020-12-30,"AK",380
2020-12-31,"AK",493
2021-01-01,"AK",0
2021-01-02,"AK",797
2021-01-03,"AK",289
2021-01-04,"AK",259
2021-01-05,"AK",180
2021-01-06,"AK",334
2021-01-07,"AK",322
2021-01-08,"AK",394
2021-01-09,"AK",303
2021-01-10,"AK",246
2021-01-11,"AK",172
2021-01-12,"AK",0
2021-01-13,"AK",404
2021-01-14,"AK",326
2021-01-15,"AK",292
2021-01-16,"AK",180
2021-01-17,"AK",276
2021-01-18,"AK",147
2021-01-19,"AK",130
2021-01-20,"AK",153
2021-01-21,"AK",202
2021-01-22,"AK",256
2021-01-23,"AK",241
2021-01-24,"AK",161
2021-01-25,"AK",78
2021-01-26,"AK",463
2021-01-27,"AK",168
2021-01-28,"AK",208
2021-01-29,"AK",187
2021-01-30,"AK",131
2021-01-31,"AK",128
2021-02-01,"AK",68
2021-02-02,"AK",108
2021-02-03,"AK",181
2021-02-04,"AK",158
2021-02-05,"AK",161
2021-02-06,"AK",3
2021-02-07,"AK",0
2021-02-08,"AK",398
2021-02-09,"AK",116
2021-02-10,"AK",181
2021-02-11,"AK",140
2021-02-12,"AK",145
2021-02-13,"AK",1
2021-02-14,"AK",1
2021-02-15,"AK",0
2021-02-16,"AK",448
2021-02-17,"AK",55
2021-02-18,"AK",208
2021-02-19,"AK",184
2021-02-20,"AK",2
2021-02-21,"AK",0
2021-02-22,"AK",299
2021-02-23,"AK",53
2021-02-24,"AK",172
2021-02-25,"AK",137
2021-02-26,"AK",101
2021-02-27,"AK",0
2021-02-28,"AK",0
2021-03-01,"AK",343
2021-03-02,"AK",119
2021-03-03,"AK",173
2021-03-04,"AK",135
2021-03-05,"AK",136
2021-03-06,"AK",0
2021-03-07,"AK",0
2021-03-08,"AK",327
2021-03-09,"AK",87
2021-03-10,"AK",143
2021-03-11,"AK",225
2021-03-12,"AK",105
2021-03-13,"AK",0
2021-03-14,"AK",0
2021-03-15,"AK",364
2021-03-16,"AK",100
2021-03-17,"AK",166
2021-03-18,"AK",149
2021-03-19,"AK",74
2021-03-20,"AK",0
2021-03-21,"AK",0
2021-03-22,"AK",340
2021-03-23,"AK",172
2021-03-24,"AK",196
2021-03-25,"AK",143
2021-03-26,"AK",181
2021-03-27,"AK",0
2021-03-28,"AK",0
2021-03-29,"AK",0
2021-03-30,"AK",618
2021-03-31,"AK",0
2021-04-01,"AK",383
2021-04-02,"AK",195
2021-04-03,"AK",0
2021-04-04,"AK",0
2020-01-22,"AL",0
2020-01-23,"AL",0
2020-01-24,"AL",0
2020-01-25,"AL",0
2020-01-26,"AL",0
2020-01-27,"AL",0
2020-01-28,"AL",0
2020-01-29,"AL",0
2020-01-30,"AL",0
2020-01-31,"AL",0
2020-02-01,"AL",0
2020-02-02,"AL",0
2020-02-03,"AL",0
2020-02-04,"AL",0
2020-02-05,"AL",0
2020-02-06,"AL",0
2020-02-07,"AL",0
2020-02-08,"AL",0
2020-02-09,"AL",0
2020-02-10,"AL",0
2020-02-11,"AL",0
2020-02-12,"AL",0
2020-02-13,"AL",0
2020-02-14,"AL",0
2020-02-15,"AL",0
2020-02-16,"AL",0
2020-02-17,"AL",0
2020-02-18,"AL",0
2020-02-19,"AL",0
2020-02-20,"AL",0
2020-02-21,"AL",0
2020-02-22,"AL",0
2020-02-23,"AL",0
2020-02-24,"AL",0
2020-02-25,"AL",0
2020-02-26,"AL",0
2020-02-27,"AL",0
2020-02-28,"AL",0
2020-02-29,"AL",0
2020-03-01,"AL",0
2020-03-02,"AL",0
2020-03-03,"AL",0
2020-03-04,"AL",0
2020-03-05,"AL",0
2020-03-06,"AL",0
2020-03-07,"AL",0
2020-03-08,"AL",0
2020-03-09,"AL",0
2020-03-10,"AL",0
2020-03-11,"AL",0
2020-03-12,"AL",0
2020-03-13,"AL",5
2020-03-14,"AL",6
2020-03-15,"AL",11
2020-03-16,"AL",7
2020-03-17,"AL",10
2020-03-18,"AL",12
2020-03-19,"AL",27
2020-03-20,"AL",28
2020-03-21,"AL",25
2020-03-22,"AL",36
2020-03-23,"AL",29
2020-03-24,"AL",46
2020-03-25,"AL",144
2020-03-26,"AL",145
2020-03-27,"AL",108
2020-03-28,"AL",78
2020-03-29,"AL",108
2020-03-30,"AL",116
2020-03-31,"AL",56
2020-04-01,"AL",109
2020-04-02,"AL",164
2020-04-03,"AL",264
2020-04-04,"AL",98
2020-04-05,"AL",208
2020-04-06,"AL",163
2020-04-07,"AL",194
2020-04-08,"AL",300
2020-04-09,"AL",341
2020-04-10,"AL",169
2020-04-11,"AL",255
2020-04-12,"AL",319
2020-04-13,"AL",220
2020-04-14,"AL",150
2020-04-15,"AL",286
2020-04-16,"AL",163
2020-04-17,"AL",115
2020-04-18,"AL",204
2020-04-19,"AL",178
2020-04-20,"AL",177
2020-04-21,"AL",243
2020-04-22,"AL",281
2020-04-23,"AL",227
2020-04-24,"AL",201
2020-04-25,"AL",187
2020-04-26,"AL",204
2020-04-27,"AL",120
2020-04-28,"AL",207
2020-04-29,"AL",172
2020-04-30,"AL",147
2020-05-01,"AL",231
2020-05-02,"AL",317
2020-05-03,"AL",274
2020-05-04,"AL",225
2020-05-05,"AL",326
2020-05-06,"AL",255
2020-05-07,"AL",355
2020-05-08,"AL",338
2020-05-09,"AL",284
2020-05-10,"AL",221
2020-05-11,"AL",275
2020-05-12,"AL",304
2020-05-13,"AL",231
2020-05-14,"AL",395
2020-05-15,"AL",293
2020-05-16,"AL",284
2020-05-17,"AL",97
2020-05-18,"AL",310
2020-05-19,"AL",296
2020-05-20,"AL",675
2020-05-21,"AL",361
2020-05-22,"AL",260
2020-05-23,"AL",482
2020-05-24,"AL",355
2020-05-25,"AL",687
2020-05-26,"AL",454
2020-05-27,"AL",381
2020-05-28,"AL",524
2020-05-29,"AL",478
2020-05-30,"AL",327
2020-05-31,"AL",491
2020-06-01,"AL",397
2020-06-02,"AL",181
2020-06-03,"AL",126
2020-06-04,"AL",213
2020-06-05,"AL",307
2020-06-06,"AL",636
2020-06-07,"AL",457
2020-06-08,"AL",424
2020-06-09,"AL",481
2020-06-10,"AL",555
2020-06-11,"AL",848
2020-06-12,"AL",859
2020-06-13,"AL",887
2020-06-14,"AL",1015
2020-06-15,"AL",1037
2020-06-16,"AL",640
2020-06-17,"AL",400
2020-06-18,"AL",894
2020-06-19,"AL",796
2020-06-20,"AL",547
2020-06-21,"AL",472
2020-06-22,"AL",432
2020-06-23,"AL",644
2020-06-24,"AL",967
2020-06-25,"AL",1142
2020-06-26,"AL",975
2020-06-27,"AL",902
2020-06-28,"AL",358
2020-06-29,"AL",1734
2020-06-30,"AL",870
2020-07-01,"AL",917
2020-07-02,"AL",1149
2020-07-03,"AL",1754
2020-07-04,"AL",997
2020-07-05,"AL",1091
2020-07-06,"AL",925
2020-07-07,"AL",907
2020-07-08,"AL",1177
2020-07-09,"AL",2212
2020-07-10,"AL",1334
2020-07-11,"AL",1439
2020-07-12,"AL",1640
2020-07-13,"AL",1958
2020-07-14,"AL",1710
2020-07-15,"AL",1812
2020-07-16,"AL",2021
2020-07-17,"AL",2003
2020-07-18,"AL",2143
2020-07-19,"AL",1777
2020-07-20,"AL",1880
2020-07-21,"AL",1467
2020-07-22,"AL",1455
2020-07-23,"AL",2399
2020-07-24,"AL",1793
2020-07-25,"AL",2125
2020-07-26,"AL",1164
2020-07-27,"AL",3001
2020-07-28,"AL",71
2020-07-29,"AL",0
2020-07-30,"AL",3396
2020-07-31,"AL",1961
2020-08-01,"AL",1626
2020-08-02,"AL",2095
2020-08-03,"AL",1217
2020-08-04,"AL",1041
2020-08-05,"AL",952
2020-08-06,"AL",1938
2020-08-07,"AL",1709
2020-08-08,"AL",3033
2020-08-09,"AL",0
2020-08-10,"AL",1686
2020-08-11,"AL",831
2020-08-12,"AL",935
2020-08-13,"AL",771
2020-08-14,"AL",752
2020-08-15,"AL",1271
2020-08-16,"AL",853
2020-08-17,"AL",571
2020-08-18,"AL",1357
2020-08-19,"AL",1117
2020-08-20,"AL",971
2020-08-21,"AL",321
2020-08-22,"AL",1762
2020-08-23,"AL",528
2020-08-24,"AL",1650
2020-08-25,"AL",532
2020-08-26,"AL",2012
2020-08-27,"AL",1769
2020-08-28,"AL",1162
2020-08-29,"AL",1704
2020-08-30,"AL",1346
2020-08-31,"AL",823
2020-09-01,"AL",1558
2020-09-02,"AL",623
2020-09-03,"AL",1046
2020-09-04,"AL",1108
2020-09-05,"AL",1410
2020-09-06,"AL",511
2020-09-07,"AL",659
2020-09-08,"AL",633
2020-09-09,"AL",811
2020-09-10,"AL",1148
2020-09-11,"AL",1138
2020-09-12,"AL",943
2020-09-13,"AL",1109
2020-09-14,"AL",704
2020-09-15,"AL",701
2020-09-16,"AL",927
2020-09-17,"AL",670
2020-09-18,"AL",1106
2020-09-19,"AL",1301
2020-09-20,"AL",798
2020-09-21,"AL",818
2020-09-22,"AL",804
2020-09-23,"AL",569
2020-09-24,"AL",3505
2020-09-25,"AL",933
2020-09-26,"AL",730
2020-09-27,"AL",0
2020-09-28,"AL",662
2020-09-29,"AL",571
2020-09-30,"AL",1147
2020-10-01,"AL",1043
2020-10-02,"AL",954
2020-10-03,"AL",1682
2020-10-04,"AL",789
2020-10-05,"AL",544
2020-10-06,"AL",764
2020-10-07,"AL",941
2020-10-08,"AL",557
2020-10-09,"AL",1490
2020-10-10,"AL",1061
2020-10-11,"AL",816
2020-10-12,"AL",734
2020-10-13,"AL",1117
2020-10-14,"AL",784
2020-10-15,"AL",1185
2020-10-16,"AL",1212
2020-10-17,"AL",1288
2020-10-18,"AL",964
2020-10-19,"AL",859
2020-10-20,"AL",1043
2020-10-21,"AL",1146
2020-10-22,"AL",1390
2020-10-23,"AL",3852
2020-10-24,"AL",2360
2020-10-25,"AL",1079
2020-10-26,"AL",965
2020-10-27,"AL",1116
2020-10-28,"AL",1269
2020-10-29,"AL",1444
2020-10-30,"AL",1347
2020-10-31,"AL",1789
2020-11-01,"AL",1698
2020-11-02,"AL",902
2020-11-03,"AL",1044
2020-11-04,"AL",1848
2020-11-05,"AL",1381
2020-11-06,"AL",1555
2020-11-07,"AL",1769
2020-11-08,"AL",1205
2020-11-09,"AL",1169
2020-11-10,"AL",1711
2020-11-11,"AL",2069
2020-11-12,"AL",2001
2020-11-13,"AL",2980
2020-11-14,"AL",2226
2020-11-15,"AL",1979
2020-11-16,"AL",1410
2020-11-17,"AL",1614
2020-11-18,"AL",2640
2020-11-19,"AL",2424
2020-11-20,"AL",2463
2020-11-21,"AL",2335
2020-11-22,"AL",1798
2020-11-23,"AL",1572
2020-11-24,"AL",2787
2020-11-25,"AL",2453
2020-11-26,"AL",2639
2020-11-27,"AL",917
2020-11-28,"AL",2119
2020-11-29,"AL",2236
2020-11-30,"AL",2294
2020-12-01,"AL",3377
2020-12-02,"AL",3928
2020-12-03,"AL",3531
2020-12-04,"AL",3840
2020-12-05,"AL",3390
2020-12-06,"AL",2288
2020-12-07,"AL",2351
2020-12-08,"AL",4437
2020-12-09,"AL",3522
2020-12-10,"AL",4735
2020-12-11,"AL",3853
2020-12-12,"AL",0
2020-12-13,"AL",0
2020-12-14,"AL",9112
2020-12-15,"AL",3646
2020-12-16,"AL",4107
2020-12-17,"AL",4695
2020-12-18,"AL",5348
2020-12-19,"AL",4221
2020-12-20,"AL",2547
2020-12-21,"AL",2381
2020-12-22,"AL",4979
2020-12-23,"AL",4758
2020-12-24,"AL",4232
2020-12-25,"AL",3623
2020-12-26,"AL",1032
2020-12-27,"AL",2172
2020-12-28,"AL",2266
2020-12-29,"AL",3910
2020-12-30,"AL",5016
2020-12-31,"AL",4406
2021-01-01,"AL",4521
2021-01-02,"AL",3711
2021-01-03,"AL",2476
2021-01-04,"AL",2160
2021-01-05,"AL",5499
2021-01-06,"AL",4591
2021-01-07,"AL",5046
2021-01-08,"AL",5057
2021-01-09,"AL",4863
2021-01-10,"AL",2750
2021-01-11,"AL",2097
2021-01-12,"AL",3843
2021-01-13,"AL",3145
2021-01-14,"AL",3591
2021-01-15,"AL",2952
2021-01-16,"AL",3153
2021-01-17,"AL",1917
2021-01-18,"AL",1429
2021-01-19,"AL",2516
2021-01-20,"AL",3112
2021-01-21,"AL",2881
2021-01-22,"AL",3551
2021-01-23,"AL",3355
2021-01-24,"AL",1728
2021-01-25,"AL",1839
2021-01-26,"AL",2899
2021-01-27,"AL",3178
2021-01-28,"AL",3644
2021-01-29,"AL",2852
2021-01-30,"AL",0
2021-01-31,"AL",4057
2021-02-01,"AL",1221
2021-02-02,"AL",2058
2021-02-03,"AL",2138
2021-02-04,"AL",2767
2021-02-05,"AL",1496
2021-02-06,"AL",1993
2021-02-07,"AL",1120
2021-02-08,"AL",933
2021-02-09,"AL",1313
2021-02-10,"AL",1390
2021-02-11,"AL",1556
2021-02-12,"AL",1092
2021-02-13,"AL",1169
2021-02-14,"AL",1061
2021-02-15,"AL",671
2021-02-16,"AL",871
2021-02-17,"AL",690
2021-02-18,"AL",1189
2021-02-19,"AL",848
2021-02-20,"AL",774
2021-02-21,"AL",777
2021-02-22,"AL",673
2021-02-23,"AL",1403
2021-02-24,"AL",1296
2021-02-25,"AL",978
2021-02-26,"AL",752
2021-02-27,"AL",828
2021-02-28,"AL",561
2021-03-01,"AL",513
2021-03-02,"AL",672
2021-03-03,"AL",2719
2021-03-04,"AL",924
2021-03-05,"AL",813
2021-03-06,"AL",547
2021-03-07,"AL",386
2021-03-08,"AL",267
2021-03-09,"AL",525
2021-03-10,"AL",780
2021-03-11,"AL",862
2021-03-12,"AL",461
2021-03-13,"AL",585
2021-03-14,"AL",369
2021-03-15,"AL",4550
2021-03-16,"AL",503
2021-03-17,"AL",760
2021-03-18,"AL",567
2021-03-19,"AL",528
2021-03-20,"AL",510
2021-03-21,"AL",365
2021-03-22,"AL",319
2021-03-23,"AL",99
2021-03-24,"AL",837
2021-03-25,"AL",443
2021-03-26,"AL",444
2021-03-27,"AL",493
2021-03-28,"AL",317
2021-03-29,"AL",227
2021-03-30,"AL",373
2021-03-31,"AL",408
2021-04-01,"AL",470
2021-04-02,"AL",416
2021-04-03,"AL",353
2021-04-04,"AL",191
2020-01-22,"AR",0
2020-01-23,"AR",0
2020-01-24,"AR",0
2020-01-25,"AR",0
2020-01-26,"AR",0
2020-01-27,"AR",0
2020-01-28,"AR",0
2020-01-29,"AR",0
2020-01-30,"AR",0
2020-01-31,"AR",0
2020-02-01,"AR",0
2020-02-02,"AR",0
2020-02-03,"AR",0
2020-02-04,"AR",0
2020-02-05,"AR",0
2020-02-06,"AR",0
2020-02-07,"AR",0
2020-02-08,"AR",0
2020-02-09,"AR",0
2020-02-10,"AR",0
2020-02-11,"AR",0
2020-02-12,"AR",0
2020-02-13,"AR",0
2020-02-14,"AR",0
2020-02-15,"AR",0
2020-02-16,"AR",0
2020-02-17,"AR",0
2020-02-18,"AR",0
2020-02-19,"AR",0
2020-02-20,"AR",0
2020-02-21,"AR",0
2020-02-22,"AR",0
2020-02-23,"AR",0
2020-02-24,"AR",0
2020-02-25,"AR",0
2020-02-26,"AR",0
2020-02-27,"AR",0
2020-02-28,"AR",0
2020-02-29,"AR",0
2020-03-01,"AR",0
2020-03-02,"AR",0
2020-03-03,"AR",0
2020-03-04,"AR",0
2020-03-05,"AR",0
2020-03-06,"AR",0
2020-03-07,"AR",0
2020-03-08,"AR",0
2020-03-09,"AR",0
2020-03-10,"AR",0
2020-03-11,"AR",1
2020-03-12,"AR",2
2020-03-13,"AR",0
2020-03-14,"AR",3
2020-03-15,"AR",1
2020-03-16,"AR",9
2020-03-17,"AR",0
2020-03-18,"AR",3
2020-03-19,"AR",28
2020-03-20,"AR",18
2020-03-21,"AR",32
2020-03-22,"AR",61
2020-03-23,"AR",26
2020-03-24,"AR",36
2020-03-25,"AR",73
2020-03-26,"AR",32
2020-03-27,"AR",48
2020-03-28,"AR",21
2020-03-29,"AR",41
2020-03-30,"AR",62
2020-03-31,"AR",56
2020-04-01,"AR",59
2020-04-02,"AR",56
2020-04-03,"AR",52
2020-04-04,"AR",8
2020-04-05,"AR",111
2020-04-06,"AR",74
2020-04-07,"AR",67
2020-04-08,"AR",82
2020-04-09,"AR",69
2020-04-10,"AR",54
2020-04-11,"AR",22
2020-04-12,"AR",42
2020-04-13,"AR",180
2020-04-14,"AR",21
2020-04-15,"AR",93
2020-04-16,"AR",28
2020-04-17,"AR",76
2020-04-18,"AR",83
2020-04-19,"AR",3
2020-04-20,"AR",193
2020-04-21,"AR",239
2020-04-22,"AR",113
2020-04-23,"AR",193
2020-04-24,"AR",154
2020-04-25,"AR",80
2020-04-26,"AR",77
2020-04-27,"AR",79
2020-04-28,"AR",41
2020-04-29,"AR",132
2020-04-30,"AR",67
2020-05-01,"AR",43
2020-05-02,"AR",36
2020-05-03,"AR",63
2020-05-04,"AR",55
2020-05-05,"AR",61
2020-05-06,"AR",103
2020-05-07,"AR",77
2020-05-08,"AR",52
2020-05-09,"AR",0
2020-05-10,"AR",289
2020-05-11,"AR",27
2020-05-12,"AR",117
2020-05-13,"AR",71
2020-05-14,"AR",135
2020-05-15,"AR",93
2020-05-16,"AR",122
2020-05-17,"AR",181
2020-05-18,"AR",56
2020-05-19,"AR",110
2020-05-20,"AR",77
2020-05-21,"AR",436
2020-05-22,"AR",161
2020-05-23,"AR",158
2020-05-24,"AR",146
2020-05-25,"AR",99
2020-05-26,"AR",134
2020-05-27,"AR",93
2020-05-28,"AR",242
2020-05-29,"AR",245
2020-05-30,"AR",231
2020-05-31,"AR",250
2020-06-01,"AR",189
2020-06-02,"AR",359
2020-06-03,"AR",201
2020-06-04,"AR",377
2020-06-05,"AR",217
2020-06-06,"AR",430
2020-06-07,"AR",323
2020-06-08,"AR",276
2020-06-09,"AR",346
2020-06-10,"AR",306
2020-06-11,"AR",424
2020-06-12,"AR",734
2020-06-13,"AR",527
2020-06-14,"AR",386
2020-06-15,"AR",414
2020-06-16,"AR",221
2020-06-17,"AR",421
2020-06-18,"AR",277
2020-06-19,"AR",601
2020-06-20,"AR",484
2020-06-21,"AR",413
2020-06-22,"AR",508
2020-06-23,"AR",496
2020-06-24,"AR",647
2020-06-25,"AR",482
2020-06-26,"AR",918
2020-06-27,"AR",536
2020-06-28,"AR",529
2020-06-29,"AR",420
2020-06-30,"AR",530
2020-07-01,"AR",435
2020-07-02,"AR",847
2020-07-03,"AR",501
2020-07-04,"AR",481
2020-07-05,"AR",587
2020-07-06,"AR",381
2020-07-07,"AR",310
2020-07-08,"AR",703
2020-07-09,"AR",816
2020-07-10,"AR",720
2020-07-11,"AR",979
2020-07-12,"AR",478
2020-07-13,"AR",524
2020-07-14,"AR",872
2020-07-15,"AR",558
2020-07-16,"AR",846
2020-07-17,"AR",569
2020-07-18,"AR",747
2020-07-19,"AR",615
2020-07-20,"AR",647
2020-07-21,"AR",776
2020-07-22,"AR",532
2020-07-23,"AR",992
